HPO term ID	HPO name	HPO child (is_a)	icd10	icd10 string	OMIM disease ID(s) 
2761	Generalized joint laxity	2761	M24.249	Disorder of ligament, unspecified hand	100800
2761	Generalized joint laxity	2761	M24.25	Disorder of ligament, hip	100800
2761	Generalized joint laxity	2761	M24.251	Disorder of ligament, right hip	100800
2761	Generalized joint laxity	2761	M24.252	Disorder of ligament, left hip	100800
2761	Generalized joint laxity	2761	M24.259	Disorder of ligament, unspecified hip	100800
2761	Generalized joint laxity	2761	M24.27	Disorder of ligament, ankle and foot	100800
2761	Generalized joint laxity	2761	M24.271	Disorder of ligament, right ankle	100800
2761	Generalized joint laxity	2761	M24.272	Disorder of ligament, left ankle	100800
2761	Generalized joint laxity	2761	M24.273	Disorder of ligament, unspecified ankle	100800
2761	Generalized joint laxity	2761	M24.274	Disorder of ligament, right foot	100800
2761	Generalized joint laxity	2761	M24.275	Disorder of ligament, left foot	100800
2761	Generalized joint laxity	2761	M24.276	Disorder of ligament, unspecified foot	100800
2761	Generalized joint laxity	2761	M24.28	Disorder of ligament, vertebrae	100800
2761	Generalized joint laxity	2761	M35.7	Hypermobility syndrome	100800
2781	Upper airway obstruction	2781	G47.33	Obstructive sleep apnea (adult) (pediatric)	100800
2781	Upper airway obstruction	2781	J98.8	Other specified respiratory disorders	100800
2781	Upper airway obstruction	2781	P28.3	Primary sleep apnea of newborn	100800
2781	Upper airway obstruction	2781	R06.83	Snoring	100800
2791	Hypoventilation	7110	G47.31	Primary central sleep apnea	310200
2791	Hypoventilation	2791	G47.34	Idiopathic sleep related nonobstructive alveolar hypoventilation	310200
2791	Hypoventilation	2791	G47.35	Congenital central alveolar hypoventilation syndrome	310200
2791	Hypoventilation	2791	G47.36	Sleep related hypoventilation in conditions classified elsewhere	310200
2791	Hypoventilation	7110	G47.37	Central sleep apnea in conditions classified elsewhere	310200
2791	Hypoventilation	2791	J98.8	Other specified respiratory disorders	310200
2791	Hypoventilation	2791	R06.3	Periodic breathing	310200
2816	Genu recurvatum	2816	Q68.2	Congenital deformity of knee	154700
2858	Meningioma	2858	Z86.011	Personal history of benign neoplasm of the brain	101000,162200
2859	Rhabdomyosarcoma	2859	Z85.831	Personal history of malignant neoplasm of soft tissue	162200
2888	Ependymoma	2888	C71.0	Malignant neoplasm of cerebrum, except lobes and ventricles	191100,101000
2888	Ependymoma	2888	C71.1	Malignant neoplasm of frontal lobe	191100,101000
2888	Ependymoma	2888	C71.2	Malignant neoplasm of temporal lobe	101000,191100
2888	Ependymoma	2888	C71.3	Malignant neoplasm of parietal lobe	191100,101000
2888	Ependymoma	2888	C71.4	Malignant neoplasm of occipital lobe	191100,101000
2888	Ependymoma	2888	C71.5	Malignant neoplasm of cerebral ventricle	191100,101000
2888	Ependymoma	2888	C71.6	Malignant neoplasm of cerebellum	191100,101000
2888	Ependymoma	2888	C71.7	Malignant neoplasm of brain stem	191100,101000
2888	Ependymoma	2888	C71.8	Malignant neoplasm of overlapping sites of brain	191100,101000
2888	Ependymoma	2888	C71.9	Malignant neoplasm of brain, unspecified	191100,101000
2888	Ependymoma	2888	C72.9	Malignant neoplasm of central nervous system, unspecified	101000,191100
2888	Ependymoma	2888	D33.2	Benign neoplasm of brain, unspecified	191100,101000
2888	Ependymoma	2888	D43.2	Neoplasm of uncertain behavior of brain, unspecified	191100,101000
2888	Ependymoma	2888	Z85.841	Personal history of malignant neoplasm of brain	191100,101000
2901	Hypocalcemia	2901	P71.1	Other neonatal hypocalcemia	188400
2910	Elevated hepatic transaminase	2910	R74.0	Nonspecific elevation of levels of transaminase and lactic acid dehydrogenase [LDH]	235200,613490
2938	Lumbar hyperlordosis	2938	M40.4	Postural lordosis	100800
2938	Lumbar hyperlordosis	2938	M40.40	Postural lordosis, site unspecified	100800
2938	Lumbar hyperlordosis	2938	M40.45	Postural lordosis, thoracolumbar region	100800
2938	Lumbar hyperlordosis	2938	M40.46	Postural lordosis, lumbar region	100800
2938	Lumbar hyperlordosis	2938	M40.47	Postural lordosis, lumbosacral region	100800
2938	Lumbar hyperlordosis	2938	M40.5	Lordosis, unspecified	100800
2938	Lumbar hyperlordosis	2938	M40.50	Lordosis, unspecified, site unspecified	100800
2938	Lumbar hyperlordosis	2938	M40.55	Lordosis, unspecified, thoracolumbar region	100800
2938	Lumbar hyperlordosis	2938	M40.56	Lordosis, unspecified, lumbar region	100800
2938	Lumbar hyperlordosis	2938	M40.57	Lordosis, unspecified, lumbosacral region	100800
2938	Lumbar hyperlordosis	2938	M96.4	Postsurgical lordosis	100800
3040	Arthropathy	3040	A50.55	Late congenital syphilitic arthropathy	235200
3040	Arthropathy	2821	A52.16	Charcot's arthropathy (tabetic)	235200
3040	Arthropathy	3040	D86.86	Sarcoid arthropathy	235200
3040	Arthropathy	3040	E08.61	Diabetes mellitus due to underlying condition with diabetic arthropathy	235200
3040	Arthropathy	2821	E08.610	Diabetes mellitus due to underlying condition with diabetic neuropathic arthropathy	235200
3040	Arthropathy	3040	E08.618	Diabetes mellitus due to underlying condition with other diabetic arthropathy	235200
3040	Arthropathy	3040	E09.61	Drug or chemical induced diabetes mellitus with diabetic arthropathy	235200
3040	Arthropathy	2821	E09.610	Drug/chem diabetes w diabetic neuropathic arthropathy	235200
3040	Arthropathy	3040	E09.618	Drug/chem diabetes mellitus w oth diabetic arthropathy	235200
3040	Arthropathy	3040	E10.61	Type 1 diabetes mellitus with diabetic arthropathy	235200
3040	Arthropathy	2821	E10.610	Type 1 diabetes mellitus with diabetic neuropathic arthropathy	235200
3040	Arthropathy	3040	E10.618	Type 1 diabetes mellitus with other diabetic arthropathy	235200
3040	Arthropathy	3040	E11.61	Type 2 diabetes mellitus with diabetic arthropathy	235200
3040	Arthropathy	2821	E11.610	Type 2 diabetes mellitus with diabetic neuropathic arthropathy	235200
3040	Arthropathy	3040	E11.618	Type 2 diabetes mellitus with other diabetic arthropathy	235200
3040	Arthropathy	2821	E13.610	Other specified diabetes mellitus with diabetic neuropathic arthropathy	235200
3040	Arthropathy	3040	E13.618	Other specified diabetes mellitus with other diabetic arthropathy	235200
3040	Arthropathy	3040	L40.51	Distal interphalangeal psoriatic arthropathy	235200
3040	Arthropathy	3040	L40.54	Psoriatic juvenile arthropathy	235200
3040	Arthropathy	3040	L40.59	Other psoriatic arthropathy	235200
3040	Arthropathy	3040	M02.0	Arthropathy following intestinal bypass	235200
3040	Arthropathy	3040	M02.00	Arthropathy following intestinal bypass, unspecified site	235200
3040	Arthropathy	3040	M02.01	Arthropathy following intestinal bypass, shoulder	235200
3040	Arthropathy	3040	M02.011	Arthropathy following intestinal bypass, right shoulder	235200
3040	Arthropathy	3040	M02.012	Arthropathy following intestinal bypass, left shoulder	235200
3040	Arthropathy	3040	M02.019	Arthropathy following intestinal bypass, unspecified shoulder	235200
3040	Arthropathy	3040	M02.02	Arthropathy following intestinal bypass, elbow	235200
3040	Arthropathy	3040	M02.021	Arthropathy following intestinal bypass, right elbow	235200
3040	Arthropathy	3040	M02.022	Arthropathy following intestinal bypass, left elbow	235200
3040	Arthropathy	3040	M02.029	Arthropathy following intestinal bypass, unspecified elbow	235200
3040	Arthropathy	3040	M02.03	Arthropathy following intestinal bypass, wrist	235200
3040	Arthropathy	3040	M02.031	Arthropathy following intestinal bypass, right wrist	235200
3040	Arthropathy	3040	M02.032	Arthropathy following intestinal bypass, left wrist	235200
3040	Arthropathy	3040	M02.039	Arthropathy following intestinal bypass, unspecified wrist	235200
3040	Arthropathy	3040	M02.04	Arthropathy following intestinal bypass, hand	235200
3040	Arthropathy	3040	M02.041	Arthropathy following intestinal bypass, right hand	235200
3040	Arthropathy	3040	M02.042	Arthropathy following intestinal bypass, left hand	235200
3040	Arthropathy	3040	M02.049	Arthropathy following intestinal bypass, unspecified hand	235200
3040	Arthropathy	3040	M02.05	Arthropathy following intestinal bypass, hip	235200
3040	Arthropathy	3040	M02.051	Arthropathy following intestinal bypass, right hip	235200
3040	Arthropathy	3040	M02.052	Arthropathy following intestinal bypass, left hip	235200
3040	Arthropathy	3040	M02.059	Arthropathy following intestinal bypass, unspecified hip	235200
3040	Arthropathy	3040	M02.06	Arthropathy following intestinal bypass, knee	235200
3040	Arthropathy	3040	M02.061	Arthropathy following intestinal bypass, right knee	235200
3040	Arthropathy	3040	M02.062	Arthropathy following intestinal bypass, left knee	235200
3040	Arthropathy	3040	M02.069	Arthropathy following intestinal bypass, unspecified knee	235200
3040	Arthropathy	3040	M02.07	Arthropathy following intestinal bypass, ankle and foot	235200
3040	Arthropathy	3040	M02.071	Arthropathy following intestinal bypass, right ankle and foot	235200
3040	Arthropathy	3040	M02.072	Arthropathy following intestinal bypass, left ankle and foot	235200
3040	Arthropathy	3040	M02.079	Arthropathy following intestinal bypass, unspecified ankle and foot	235200
3040	Arthropathy	3040	M02.08	Arthropathy following intestinal bypass, vertebrae	235200
3040	Arthropathy	3040	M02.09	Arthropathy following intestinal bypass, multiple sites	235200
3040	Arthropathy	3040	M02.1	Postdysenteric arthropathy	235200
3040	Arthropathy	3040	M02.10	Postdysenteric arthropathy, unspecified site	235200
3040	Arthropathy	3040	M02.11	Postdysenteric arthropathy, shoulder	235200
3040	Arthropathy	3040	M02.111	Postdysenteric arthropathy, right shoulder	235200
3040	Arthropathy	3040	M02.112	Postdysenteric arthropathy, left shoulder	235200
3040	Arthropathy	3040	M02.119	Postdysenteric arthropathy, unspecified shoulder	235200
3040	Arthropathy	3040	M02.12	Postdysenteric arthropathy, elbow	235200
3040	Arthropathy	3040	M02.121	Postdysenteric arthropathy, right elbow	235200
3040	Arthropathy	3040	M02.122	Postdysenteric arthropathy, left elbow	235200
3040	Arthropathy	3040	M02.129	Postdysenteric arthropathy, unspecified elbow	235200
3040	Arthropathy	3040	M02.13	Postdysenteric arthropathy, wrist	235200
3040	Arthropathy	3040	M02.131	Postdysenteric arthropathy, right wrist	235200
3040	Arthropathy	3040	M02.132	Postdysenteric arthropathy, left wrist	235200
3040	Arthropathy	3040	M02.139	Postdysenteric arthropathy, unspecified wrist	235200
3040	Arthropathy	3040	M02.14	Postdysenteric arthropathy, hand	235200
3040	Arthropathy	3040	M02.141	Postdysenteric arthropathy, right hand	235200
3040	Arthropathy	3040	M02.142	Postdysenteric arthropathy, left hand	235200
3040	Arthropathy	3040	M02.149	Postdysenteric arthropathy, unspecified hand	235200
3040	Arthropathy	3040	M02.15	Postdysenteric arthropathy, hip	235200
3040	Arthropathy	3040	M02.151	Postdysenteric arthropathy, right hip	235200
3040	Arthropathy	3040	M02.152	Postdysenteric arthropathy, left hip	235200
3040	Arthropathy	3040	M02.159	Postdysenteric arthropathy, unspecified hip	235200
3040	Arthropathy	3040	M02.16	Postdysenteric arthropathy, knee	235200
3040	Arthropathy	3040	M02.161	Postdysenteric arthropathy, right knee	235200
3040	Arthropathy	3040	M02.162	Postdysenteric arthropathy, left knee	235200
3040	Arthropathy	3040	M02.169	Postdysenteric arthropathy, unspecified knee	235200
3040	Arthropathy	3040	M02.17	Postdysenteric arthropathy, ankle and foot	235200
3040	Arthropathy	3040	M02.171	Postdysenteric arthropathy, right ankle and foot	235200
3040	Arthropathy	3040	M02.172	Postdysenteric arthropathy, left ankle and foot	235200
3040	Arthropathy	3040	M02.179	Postdysenteric arthropathy, unspecified ankle and foot	235200
3040	Arthropathy	3040	M02.18	Postdysenteric arthropathy, vertebrae	235200
3040	Arthropathy	3040	M02.19	Postdysenteric arthropathy, multiple sites	235200
3040	Arthropathy	3040	M02.2	Postimmunization arthropathy	235200
3040	Arthropathy	3040	M02.20	Postimmunization arthropathy, unspecified site	235200
3040	Arthropathy	3040	M02.21	Postimmunization arthropathy, shoulder	235200
3040	Arthropathy	3040	M02.211	Postimmunization arthropathy, right shoulder	235200
3040	Arthropathy	3040	M02.212	Postimmunization arthropathy, left shoulder	235200
3040	Arthropathy	3040	M02.219	Postimmunization arthropathy, unspecified shoulder	235200
3040	Arthropathy	3040	M02.22	Postimmunization arthropathy, elbow	235200
3040	Arthropathy	3040	M02.221	Postimmunization arthropathy, right elbow	235200
3040	Arthropathy	3040	M02.222	Postimmunization arthropathy, left elbow	235200
3040	Arthropathy	3040	M02.229	Postimmunization arthropathy, unspecified elbow	235200
3040	Arthropathy	3040	M02.23	Postimmunization arthropathy, wrist	235200
3040	Arthropathy	3040	M02.231	Postimmunization arthropathy, right wrist	235200
3040	Arthropathy	3040	M02.232	Postimmunization arthropathy, left wrist	235200
3040	Arthropathy	3040	M02.239	Postimmunization arthropathy, unspecified wrist	235200
3040	Arthropathy	3040	M02.24	Postimmunization arthropathy, hand	235200
3040	Arthropathy	3040	M02.241	Postimmunization arthropathy, right hand	235200
3040	Arthropathy	3040	M02.242	Postimmunization arthropathy, left hand	235200
3040	Arthropathy	3040	M02.249	Postimmunization arthropathy, unspecified hand	235200
3040	Arthropathy	3040	M02.25	Postimmunization arthropathy, hip	235200
3040	Arthropathy	3040	M02.251	Postimmunization arthropathy, right hip	235200
3040	Arthropathy	3040	M02.252	Postimmunization arthropathy, left hip	235200
3040	Arthropathy	3040	M02.259	Postimmunization arthropathy, unspecified hip	235200
3040	Arthropathy	3040	M02.26	Postimmunization arthropathy, knee	235200
3040	Arthropathy	3040	M02.261	Postimmunization arthropathy, right knee	235200
3040	Arthropathy	3040	M02.262	Postimmunization arthropathy, left knee	235200
3040	Arthropathy	3040	M02.269	Postimmunization arthropathy, unspecified knee	235200
3040	Arthropathy	3040	M02.27	Postimmunization arthropathy, ankle and foot	235200
3040	Arthropathy	3040	M02.271	Postimmunization arthropathy, right ankle and foot	235200
3040	Arthropathy	3040	M02.272	Postimmunization arthropathy, left ankle and foot	235200
3040	Arthropathy	3040	M02.279	Postimmunization arthropathy, unspecified ankle and foot	235200
3040	Arthropathy	3040	M02.28	Postimmunization arthropathy, vertebrae	235200
3040	Arthropathy	3040	M02.29	Postimmunization arthropathy, multiple sites	235200
3040	Arthropathy	3040	M02.9	Reactive arthropathy, unspecified	235200
3040	Arthropathy	3040	M07.60	Enteropathic arthropathies, unspecified site	235200
3040	Arthropathy	3040	M07.61	Enteropathic arthropathies, shoulder	235200
3040	Arthropathy	3040	M07.611	Enteropathic arthropathies, right shoulder	235200
3040	Arthropathy	3040	M07.612	Enteropathic arthropathies, left shoulder	235200
3040	Arthropathy	3040	M07.619	Enteropathic arthropathies, unspecified shoulder	235200
3040	Arthropathy	3040	M07.62	Enteropathic arthropathies, elbow	235200
3040	Arthropathy	3040	M07.621	Enteropathic arthropathies, right elbow	235200
3040	Arthropathy	3040	M07.622	Enteropathic arthropathies, left elbow	235200
3040	Arthropathy	3040	M07.629	Enteropathic arthropathies, unspecified elbow	235200
3040	Arthropathy	3040	M07.63	Enteropathic arthropathies, wrist	235200
3040	Arthropathy	3040	M07.631	Enteropathic arthropathies, right wrist	235200
3040	Arthropathy	3040	M07.632	Enteropathic arthropathies, left wrist	235200
3040	Arthropathy	3040	M07.639	Enteropathic arthropathies, unspecified wrist	235200
3040	Arthropathy	3040	M07.64	Enteropathic arthropathies, hand	235200
3040	Arthropathy	3040	M07.641	Enteropathic arthropathies, right hand	235200
3040	Arthropathy	3040	M07.642	Enteropathic arthropathies, left hand	235200
3040	Arthropathy	3040	M07.649	Enteropathic arthropathies, unspecified hand	235200
3040	Arthropathy	3040	M07.65	Enteropathic arthropathies, hip	235200
3040	Arthropathy	3040	M07.651	Enteropathic arthropathies, right hip	235200
3040	Arthropathy	3040	M07.652	Enteropathic arthropathies, left hip	235200
3040	Arthropathy	3040	M07.659	Enteropathic arthropathies, unspecified hip	235200
3040	Arthropathy	3040	M07.66	Enteropathic arthropathies, knee	235200
3040	Arthropathy	3040	M07.661	Enteropathic arthropathies, right knee	235200
3040	Arthropathy	3040	M07.662	Enteropathic arthropathies, left knee	235200
3040	Arthropathy	3040	M07.669	Enteropathic arthropathies, unspecified knee	235200
3040	Arthropathy	3040	M07.67	Enteropathic arthropathies, ankle and foot	235200
3040	Arthropathy	3040	M07.671	Enteropathic arthropathies, right ankle and foot	235200
3040	Arthropathy	3040	M07.672	Enteropathic arthropathies, left ankle and foot	235200
3040	Arthropathy	3040	M07.679	Enteropathic arthropathies, unspecified ankle and foot	235200
3040	Arthropathy	3040	M07.68	Enteropathic arthropathies, vertebrae	235200
3040	Arthropathy	3040	M07.69	Enteropathic arthropathies, multiple sites	235200
3040	Arthropathy	3040	M11.9	Crystal arthropathy, unspecified	235200
3040	Arthropathy	3040	M12	Other and unspecified arthropathy	235200
3040	Arthropathy	3040	M12.0	Chronic postrheumatic arthropathy [Jaccoud]	235200
3040	Arthropathy	3040	M12.00	Chronic postrheumatic arthropathy, unspecified site	235200
3040	Arthropathy	3040	M12.01	Chronic postrheumatic arthropathy [Jaccoud], shoulder	235200
3040	Arthropathy	3040	M12.011	Chronic postrheumatic arthropathy [Jaccoud], right shoulder	235200
3040	Arthropathy	3040	M12.012	Chronic postrheumatic arthropathy [Jaccoud], left shoulder	235200
3040	Arthropathy	3040	M12.019	Chronic postrheumatic arthropathy, unspecified shoulder	235200
3040	Arthropathy	3040	M12.02	Chronic postrheumatic arthropathy [Jaccoud], elbow	235200
3040	Arthropathy	3040	M12.021	Chronic postrheumatic arthropathy [Jaccoud], right elbow	235200
3040	Arthropathy	3040	M12.022	Chronic postrheumatic arthropathy [Jaccoud], left elbow	235200
3040	Arthropathy	3040	M12.029	Chronic postrheumatic arthropathy, unspecified elbow	235200
3040	Arthropathy	3040	M12.03	Chronic postrheumatic arthropathy [Jaccoud], wrist	235200
3040	Arthropathy	3040	M12.031	Chronic postrheumatic arthropathy [Jaccoud], right wrist	235200
3040	Arthropathy	3040	M12.032	Chronic postrheumatic arthropathy [Jaccoud], left wrist	235200
3040	Arthropathy	3040	M12.039	Chronic postrheumatic arthropathy, unspecified wrist	235200
3040	Arthropathy	3040	M12.04	Chronic postrheumatic arthropathy [Jaccoud], hand	235200
3040	Arthropathy	3040	M12.041	Chronic postrheumatic arthropathy [Jaccoud], right hand	235200
3040	Arthropathy	3040	M12.042	Chronic postrheumatic arthropathy [Jaccoud], left hand	235200
3040	Arthropathy	3040	M12.049	Chronic postrheumatic arthropathy, unspecified hand	235200
3040	Arthropathy	3040	M12.05	Chronic postrheumatic arthropathy [Jaccoud], hip	235200
3040	Arthropathy	3040	M12.051	Chronic postrheumatic arthropathy [Jaccoud], right hip	235200
3040	Arthropathy	3040	M12.052	Chronic postrheumatic arthropathy [Jaccoud], left hip	235200
3040	Arthropathy	3040	M12.059	Chronic postrheumatic arthropathy [Jaccoud], unspecified hip	235200
3040	Arthropathy	3040	M12.06	Chronic postrheumatic arthropathy [Jaccoud], knee	235200
3040	Arthropathy	3040	M12.061	Chronic postrheumatic arthropathy [Jaccoud], right knee	235200
3040	Arthropathy	3040	M12.062	Chronic postrheumatic arthropathy [Jaccoud], left knee	235200
3040	Arthropathy	3040	M12.069	Chronic postrheumatic arthropathy, unspecified knee	235200
3040	Arthropathy	3040	M12.07	Chronic postrheumatic arthropathy [Jaccoud], ankle and foot	235200
3040	Arthropathy	3040	M12.071	Chronic postrheumatic arthropathy [Jaccoud], right ankle and foot	235200
3040	Arthropathy	3040	M12.072	Chronic postrheumatic arthropathy [Jaccoud], left ankle and foot	235200
3040	Arthropathy	3040	M12.079	Chronic postrheumatic arthropathy, unsp ankle and foot	235200
3040	Arthropathy	3040	M12.08	Chronic postrheumatic arthropathy, other specified site	235200
3040	Arthropathy	3040	M12.1	Kaschin-Beck disease	235200
3040	Arthropathy	3040	M12.10	Kaschin-Beck disease, unspecified site	235200
3040	Arthropathy	3040	M12.11	Kaschin-Beck disease, shoulder	235200
3040	Arthropathy	3040	M12.111	Kaschin-Beck disease, right shoulder	235200
3040	Arthropathy	3040	M12.112	Kaschin-Beck disease, left shoulder	235200
3040	Arthropathy	3040	M12.119	Kaschin-Beck disease, unspecified shoulder	235200
3040	Arthropathy	3040	M12.12	Kaschin-Beck disease, elbow	235200
3040	Arthropathy	3040	M12.121	Kaschin-Beck disease, right elbow	235200
3040	Arthropathy	3040	M12.122	Kaschin-Beck disease, left elbow	235200
3040	Arthropathy	3040	M12.129	Kaschin-Beck disease, unspecified elbow	235200
3040	Arthropathy	3040	M12.13	Kaschin-Beck disease, wrist	235200
3040	Arthropathy	3040	M12.131	Kaschin-Beck disease, right wrist	235200
3040	Arthropathy	3040	M12.132	Kaschin-Beck disease, left wrist	235200
3040	Arthropathy	3040	M12.139	Kaschin-Beck disease, unspecified wrist	235200
3040	Arthropathy	3040	M12.14	Kaschin-Beck disease, hand	235200
3040	Arthropathy	3040	M12.141	Kaschin-Beck disease, right hand	235200
3040	Arthropathy	3040	M12.142	Kaschin-Beck disease, left hand	235200
3040	Arthropathy	3040	M12.149	Kaschin-Beck disease, unspecified hand	235200
3040	Arthropathy	3040	M12.15	Kaschin-Beck disease, hip	235200
3040	Arthropathy	3040	M12.151	Kaschin-Beck disease, right hip	235200
3040	Arthropathy	3040	M12.152	Kaschin-Beck disease, left hip	235200
3040	Arthropathy	3040	M12.159	Kaschin-Beck disease, unspecified hip	235200
3040	Arthropathy	3040	M12.16	Kaschin-Beck disease, knee	235200
3040	Arthropathy	3040	M12.161	Kaschin-Beck disease, right knee	235200
3040	Arthropathy	3040	M12.162	Kaschin-Beck disease, left knee	235200
3040	Arthropathy	3040	M12.169	Kaschin-Beck disease, unspecified knee	235200
3040	Arthropathy	3040	M12.17	Kaschin-Beck disease, ankle and foot	235200
3040	Arthropathy	3040	M12.171	Kaschin-Beck disease, right ankle and foot	235200
3040	Arthropathy	3040	M12.172	Kaschin-Beck disease, left ankle and foot	235200
3040	Arthropathy	3040	M12.179	Kaschin-Beck disease, unspecified ankle and foot	235200
3040	Arthropathy	3040	M12.18	Kaschin-Beck disease, vertebrae	235200
3040	Arthropathy	3040	M12.19	Kaschin-Beck disease, multiple sites	235200
3040	Arthropathy	3040	M12.2	Villonodular synovitis (pigmented)	235200
3040	Arthropathy	3040	M12.20	Villonodular synovitis (pigmented), unspecified site	235200
3040	Arthropathy	3040	M12.21	Villonodular synovitis (pigmented), shoulder	235200
3040	Arthropathy	3040	M12.211	Villonodular synovitis (pigmented), right shoulder	235200
3040	Arthropathy	3040	M12.212	Villonodular synovitis (pigmented), left shoulder	235200
3040	Arthropathy	3040	M12.219	Villonodular synovitis (pigmented), unspecified shoulder	235200
3040	Arthropathy	3040	M12.22	Villonodular synovitis (pigmented), elbow	235200
3040	Arthropathy	3040	M12.221	Villonodular synovitis (pigmented), right elbow	235200
3040	Arthropathy	3040	M12.222	Villonodular synovitis (pigmented), left elbow	235200
3040	Arthropathy	3040	M12.229	Villonodular synovitis (pigmented), unspecified elbow	235200
3040	Arthropathy	3040	M12.23	Villonodular synovitis (pigmented), wrist	235200
3040	Arthropathy	3040	M12.231	Villonodular synovitis (pigmented), right wrist	235200
3040	Arthropathy	3040	M12.232	Villonodular synovitis (pigmented), left wrist	235200
3040	Arthropathy	3040	M12.239	Villonodular synovitis (pigmented), unspecified wrist	235200
3040	Arthropathy	3040	M12.24	Villonodular synovitis (pigmented), hand	235200
3040	Arthropathy	3040	M12.241	Villonodular synovitis (pigmented), right hand	235200
3040	Arthropathy	3040	M12.242	Villonodular synovitis (pigmented), left hand	235200
3040	Arthropathy	3040	M12.249	Villonodular synovitis (pigmented), unspecified hand	235200
3040	Arthropathy	3040	M12.25	Villonodular synovitis (pigmented), hip	235200
3040	Arthropathy	3040	M12.251	Villonodular synovitis (pigmented), right hip	235200
3040	Arthropathy	3040	M12.252	Villonodular synovitis (pigmented), left hip	235200
3040	Arthropathy	3040	M12.259	Villonodular synovitis (pigmented), unspecified hip	235200
3040	Arthropathy	3040	M12.26	Villonodular synovitis (pigmented), knee	235200
3040	Arthropathy	3040	M12.261	Villonodular synovitis (pigmented), right knee	235200
3040	Arthropathy	3040	M12.262	Villonodular synovitis (pigmented), left knee	235200
3040	Arthropathy	3040	M12.269	Villonodular synovitis (pigmented), unspecified knee	235200
3040	Arthropathy	3040	M12.27	Villonodular synovitis (pigmented), ankle and foot	235200
3040	Arthropathy	3040	M12.271	Villonodular synovitis (pigmented), right ankle and foot	235200
3040	Arthropathy	3040	M12.272	Villonodular synovitis (pigmented), left ankle and foot	235200
3040	Arthropathy	3040	M12.279	Villonodular synovitis (pigmented), unspecified ankle and foot	235200
3040	Arthropathy	3040	M12.28	Villonodular synovitis (pigmented), vertebrae	235200
3040	Arthropathy	3040	M12.29	Villonodular synovitis (pigmented), multiple sites	235200
3040	Arthropathy	3040	M12.3	Palindromic rheumatism	235200
3040	Arthropathy	3040	M12.30	Palindromic rheumatism, unspecified site	235200
3040	Arthropathy	3040	M12.31	Palindromic rheumatism, shoulder	235200
3040	Arthropathy	3040	M12.311	Palindromic rheumatism, right shoulder	235200
3040	Arthropathy	3040	M12.312	Palindromic rheumatism, left shoulder	235200
3040	Arthropathy	3040	M12.319	Palindromic rheumatism, unspecified shoulder	235200
3040	Arthropathy	3040	M12.32	Palindromic rheumatism, elbow	235200
3040	Arthropathy	3040	M12.321	Palindromic rheumatism, right elbow	235200
3040	Arthropathy	3040	M12.322	Palindromic rheumatism, left elbow	235200
3040	Arthropathy	3040	M12.329	Palindromic rheumatism, unspecified elbow	235200
3040	Arthropathy	3040	M12.33	Palindromic rheumatism, wrist	235200
3040	Arthropathy	3040	M12.331	Palindromic rheumatism, right wrist	235200
3040	Arthropathy	3040	M12.332	Palindromic rheumatism, left wrist	235200
3040	Arthropathy	3040	M12.339	Palindromic rheumatism, unspecified wrist	235200
3040	Arthropathy	3040	M12.34	Palindromic rheumatism, hand	235200
3040	Arthropathy	3040	M12.341	Palindromic rheumatism, right hand	235200
3040	Arthropathy	3040	M12.342	Palindromic rheumatism, left hand	235200
3040	Arthropathy	3040	M12.349	Palindromic rheumatism, unspecified hand	235200
3040	Arthropathy	3040	M12.35	Palindromic rheumatism, hip	235200
3040	Arthropathy	3040	M12.351	Palindromic rheumatism, right hip	235200
3040	Arthropathy	3040	M12.352	Palindromic rheumatism, left hip	235200
3040	Arthropathy	3040	M12.359	Palindromic rheumatism, unspecified hip	235200
3040	Arthropathy	3040	M12.36	Palindromic rheumatism, knee	235200
3040	Arthropathy	3040	M12.361	Palindromic rheumatism, right knee	235200
3040	Arthropathy	3040	M12.362	Palindromic rheumatism, left knee	235200
3040	Arthropathy	3040	M12.369	Palindromic rheumatism, unspecified knee	235200
3040	Arthropathy	3040	M12.37	Palindromic rheumatism, ankle and foot	235200
3040	Arthropathy	3040	M12.371	Palindromic rheumatism, right ankle and foot	235200
3040	Arthropathy	3040	M12.372	Palindromic rheumatism, left ankle and foot	235200
3040	Arthropathy	3040	M12.379	Palindromic rheumatism, unspecified ankle and foot	235200
3040	Arthropathy	3040	M12.38	Palindromic rheumatism, other specified site	235200
3040	Arthropathy	3040	M12.39	Palindromic rheumatism, multiple sites	235200
3040	Arthropathy	3040	M12.4	Intermittent hydrarthrosis	235200
3040	Arthropathy	3040	M12.40	Intermittent hydrarthrosis, unspecified site	235200
3040	Arthropathy	3040	M12.41	Intermittent hydrarthrosis, shoulder	235200
3040	Arthropathy	3040	M12.411	Intermittent hydrarthrosis, right shoulder	235200
3040	Arthropathy	3040	M12.412	Intermittent hydrarthrosis, left shoulder	235200
3040	Arthropathy	3040	M12.419	Intermittent hydrarthrosis, unspecified shoulder	235200
3040	Arthropathy	3040	M12.42	Intermittent hydrarthrosis, elbow	235200
3040	Arthropathy	3040	M12.421	Intermittent hydrarthrosis, right elbow	235200
3040	Arthropathy	3040	M12.422	Intermittent hydrarthrosis, left elbow	235200
3040	Arthropathy	3040	M12.429	Intermittent hydrarthrosis, unspecified elbow	235200
3040	Arthropathy	3040	M12.43	Intermittent hydrarthrosis, wrist	235200
